account_age_days,repos_per_year,followers_following_ratio,active_repo_ratio,inactive_repo_ratio,avg_stars_per_repo,avg_forks_per_repo,repository_maintenance_ratio,churn
4345,4.035,5.4906,0.0625,0.9375,3.4167,1.9375,0.0625,0
4691,3.3481,18.3125,0.0233,0.9767,53.6977,14.0,0.0698,0
5478,9.868,36.525,0.0405,0.9595,3.1284,5.5068,0.0743,0
2911,4.6425,27.4808,0.0,1.0,5.1622,2.027,0.0,0
2598,26.5713,0.1722,0.037,0.963,0.5873,0.1005,0.0106,0
5297,8.2055,36.4872,0.0924,0.9076,10.2689,4.1933,0.1176,0
286,35.7587,0.1549,0.4286,0.5714,1.8571,0.1786,1.0,0
2461,4.6009,699.5,0.0323,0.9677,13.7097,27.6452,0.1613,0
3785,7.2375,25.2727,0.0533,0.9467,5.9467,1.8933,0.0267,0
4822,4.6205,13.1442,0.0164,0.9836,10.8525,3.459,0.0492,0
2676,5.3232,1354.0,0.641,0.359,176.4872,21.641,0.8462,1
5904,6.4958,1349.0,0.0381,0.9619,63.419,7.0952,0.0571,0
1589,1.1493,0.4065,0.0,1.0,4.6,0.2,0.8,0
4497,12.8329,4.3967,0.0,1.0,23.3101,2.8418,0.038,1
742,0.9845,15.9643,0.0,1.0,25.0,5.0,0.0,0
2589,8.0414,17.8533,0.0175,0.9825,11.1228,4.8596,0.1404,0
3317,4.7349,1338.0,0.0233,0.9767,22.5581,4.8372,0.0465,0
2610,1.5394,21.4194,0.1818,0.8182,11.6364,1.2727,0.5455,0
1770,9.4924,0.4335,0.0435,0.9565,2.8913,0.2174,0.0217,0
4452,6.4813,217.6667,0.0759,0.9241,10.4304,3.6962,0.1139,0
4484,7.494,5.3724,0.0761,0.9239,7.2283,1.163,0.0543,0
3991,11.7144,1258.0,0.0391,0.9609,6.2109,1.5469,0.1094,0
4294,7.8256,1251.0,0.2717,0.7283,3.7935,1.0435,0.3152,0
4671,3.4406,8.6181,0.0682,0.9318,316.6818,48.0227,0.2045,0
5450,45.3714,0.229,0.0015,0.9985,0.7267,0.2038,0.0089,0
5718,7.0904,12.19,0.0541,0.9459,76.8198,15.9279,0.1622,0
1906,3.0661,0.3419,0.5,0.5,5.9375,0.3125,0.25,0
2853,9.8578,8.4126,0.013,0.987,5.5065,0.6753,0.026,0
5622,2.3388,598.0,0.5,0.5,868.8889,101.7778,0.6111,0
1524,11.5039,1194.0,0.125,0.875,23.2708,15.3542,0.6042,1
3815,4.787,169.8571,0.0,1.0,1.82,0.48,0.0,0
1942,37.2397,0.6712,0.0505,0.9495,8.4343,1.101,0.0657,0
4746,5.4641,9.6311,0.0563,0.9437,55.1127,10.7465,0.0845,0
5812,3.0794,61.7895,0.0,1.0,1.5306,1.0,0.0,0
3365,6.2955,2.6166,0.1552,0.8448,2.8103,0.1207,0.1379,0
6052,4.6471,27.4524,0.013,0.987,91.3117,11.7013,0.0779,1
4702,2.3304,0.3344,0.4333,0.5667,10.5,1.6333,0.2667,0
1931,12.2948,1137.0,0.0462,0.9538,13.2,12.4769,0.3385,1
1102,12.2634,1134.0,0.6486,0.3514,299.8378,220.6486,0.7568,0
3663,3.9885,558.0,0.3,0.7,7.75,64.95,0.375,0
3374,5.954,14.3896,0.0,1.0,4.5818,1.1091,0.0,0
4289,2.3845,16.8923,0.0714,0.9286,13.2857,9.4286,0.0714,0
5238,1.6735,5.8967,0.5833,0.4167,34.0,8.9583,0.4167,0
5768,21.7833,1.5211,0.1395,0.8605,2.5669,2.1686,0.1366,0
3699,23.6983,0.9107,0.025,0.975,2.4542,0.9458,0.0125,0
6048,2.4761,347.0,0.3171,0.6829,8.1951,4.6829,0.2195,1
4444,7.4792,0.1504,0.0,1.0,3.7033,0.6484,0.011,0
4954,2.8017,49.2381,0.0526,0.9474,25.6842,1.6579,0.0789,0
6564,5.3975,145.5714,0.0309,0.9691,77.0103,7.9794,0.0206,0
3647,10.0151,145.2857,0.02,0.98,0.43,0.07,0.01,0
3021,9.9141,6.0838,0.0122,0.9878,15.6829,1.5244,0.0488,1
5652,7.367,32.7097,0.0,1.0,1.1579,0.307,0.0088,0
2047,7.3157,1.4889,0.0488,0.9512,1.5854,0.1707,0.0,0
1702,7.511,142.4286,0.2571,0.7429,5.6286,1.3429,0.3143,0
5967,6.9169,198.2,0.4071,0.5929,3.0885,0.2566,0.2832,0
2482,3.0904,43.0435,0.0,1.0,1.381,0.0476,0.0,1
1783,5.1213,28.2,0.12,0.88,149.4,21.64,0.6,0
1963,12.2804,0.3618,0.0152,0.9848,2.9394,0.1061,0.0303,0
5879,4.2868,48.9,0.0,1.0,3.0145,0.9275,0.0,0
2457,7.5815,0.5891,0.0196,0.9804,6.8235,0.9216,0.0392,0
5801,4.7852,18.5769,0.0,1.0,3.2632,0.8947,0.0,0
4640,15.2712,79.75,0.1804,0.8196,0.5722,1.7474,0.1443,0
4450,6.4021,59.125,0.0513,0.9487,30.6795,7.8718,0.1026,0
5411,3.5101,1.888,0.0577,0.9423,14.4423,5.75,0.1346,0
1770,12.5877,0.5615,0.1148,0.8852,2.9016,0.082,0.0656,0
1833,2671.725,939.0,0.0001,0.9999,0.0318,0.2041,0.0007,1
1441,4.309,0.2391,0.0,1.0,1.5882,0.1176,0.0,1
2216,4.2854,923.0,0.0385,0.9615,3.7692,1.8462,0.1154,0
6109,15.4853,1.4299,0.0695,0.9305,15.5985,2.7799,0.0811,0
3308,3.3124,9.766,0.0,1.0,10.4333,0.7667,0.0333,1
4881,14.1431,114.625,0.0265,0.9735,2.7249,1.9788,0.0159,0
2608,11.204,0.4428,0.0375,0.9625,0.375,0.0375,0.0375,0
5405,2.9734,2.1947,0.1136,0.8864,216.7727,48.8409,0.25,0
4333,4.9734,2.2746,0.0339,0.9661,7.5763,0.678,0.0678,0
2097,9.2314,64.2857,0.0189,0.9811,4.7736,0.2075,0.0377,1
2390,11.309,1.4368,0.1757,0.8243,4.8108,0.1622,0.2297,0
3050,4.1914,15.7368,0.0,1.0,6.8,0.6857,0.0,0
4566,8.1593,63.7143,0.049,0.951,1.9216,1.0294,0.0196,0
4275,5.3826,42.1905,0.0,1.0,2.3016,1.6984,0.0,1
4328,3.4601,0.4136,0.0,1.0,4.9756,0.7073,0.0,0
2359,19.8186,5.25,0.0156,0.9844,5.8672,1.1953,0.0312,0
5862,7.6016,0.9887,0.0984,0.9016,5.5,1.6803,0.0328,0
6100,3.5327,5.6993,0.0339,0.9661,3.1186,1.678,0.0847,0
3965,2.3951,13.6825,0.2308,0.7692,8.9615,3.2692,0.2692,0
3791,2.6977,858.0,0.0,1.0,195.7857,17.2143,0.1786,1
3944,0.463,93.7778,0.0,1.0,3.4,1.0,0.0,0
3975,2.2053,139.3333,0.0417,0.9583,4.2917,1.5833,0.0417,0
6185,11.8108,17.7872,0.025,0.975,1.01,0.565,0.005,0
2779,2.6286,208.5,0.1,0.9,75.2,125.55,0.15,0
5031,8.712,206.75,0.0,1.0,3.6,0.6583,0.0333,0
4937,84.7096,0.3957,0.0271,0.9729,0.5293,0.0314,0.2952,0
6309,13.026,4.6364,0.0044,0.9956,7.2889,1.2711,0.0356,0
1074,14.6236,7.6571,0.2093,0.7907,8.7674,0.5116,0.1628,0
5045,2.8959,66.9167,0.0,1.0,115.2,11.55,0.075,0
4888,0.5978,0.1042,0.0,1.0,2.0,0.125,0.0,0
4027,2.3582,22.9412,0.0,1.0,113.0769,5.5385,0.1538,0
5375,22.4247,15.2941,0.0182,0.9818,0.3848,0.1,0.0061,0
4748,18.4625,0.9911,0.025,0.975,1.2667,0.3833,0.025,0
3918,1.0255,59.8462,0.2727,0.7273,2478.6364,216.0,0.3636,0
6075,0.4209,22.8529,0.5714,0.4286,1.2857,1.2857,0.2857,0
2520,9.856,1.3414,0.0147,0.9853,4.1324,0.3971,0.0294,0
5994,9.3841,773.0,0.1039,0.8961,17.9675,3.0195,0.1104,0
6669,3.5052,3.4356,0.5312,0.4688,20.3438,1.2188,0.3438,0
3192,15.9053,70.1818,0.0432,0.9568,2.6475,1.4245,0.0647,0
4641,2.9119,769.0,0.0,1.0,9.1351,4.6757,0.027,1
1595,15.5718,152.8,0.0441,0.9559,0.5441,0.0441,0.0294,0
3805,6.7194,29.2692,0.0429,0.9571,2.2571,1.1714,0.1,0
4244,6.0244,14.3396,0.1857,0.8143,5.2571,0.6,0.1429,0
3295,9.2005,0.6894,0.0241,0.9759,4.0602,0.5904,0.0361,0
1928,237.1852,754.0,0.0391,0.9609,0.9601,1.4018,0.0423,0
4587,2.3888,376.0,0.0333,0.9667,27.9,12.9333,0.0333,1
5891,7.5022,3.472,0.0331,0.9669,1.5124,0.9421,0.0579,0
3584,18.1402,2.964,0.073,0.927,3.9607,0.5112,0.0674,0
5233,1.1168,147.8,0.0625,0.9375,18.0,7.3125,0.0625,0
3625,6.1463,10.6232,0.0164,0.9836,0.7541,0.2295,0.0,0
3525,7.3568,48.7333,0.0563,0.9437,5.8028,2.8592,0.0563,0
2704,7.024,0.4818,0.1154,0.8846,1.4808,0.8269,0.0577,0
4493,12.9256,25.8929,0.0,1.0,3.2013,1.5975,0.0189,0
2655,17.4715,15.3191,0.0551,0.9449,5.9764,1.189,0.0315,0
1135,3.2181,715.0,0.4,0.6,512.8,45.8,0.5,0
4010,7.3779,24.5172,0.1358,0.8642,4.6049,2.4198,0.1605,0
4837,5.6634,236.6667,0.0,1.0,14.08,3.6667,0.0267,0
4539,5.9547,10.1429,0.0,1.0,3.5135,1.0811,0.0541,0
4125,5.7555,0.6639,0.0615,0.9385,1.2,0.0308,0.0769,0
4429,2.9688,11.3871,0.0556,0.9444,4.9444,2.0556,0.0833,0
3127,12.3814,1.0368,0.0,1.0,0.8396,0.1132,0.0094,1
3024,6.2808,8.381,0.0769,0.9231,7.3462,0.6154,0.1923,0
6587,5.2678,1.1861,0.0,1.0,19.2842,0.8947,0.0632,1
4832,17.8392,10.6061,0.1059,0.8941,2.0381,0.7288,0.0593,0
2616,3.0717,0.8016,0.0909,0.9091,0.9545,0.0,0.0909,0
3386,0.5394,99.7143,0.0,1.0,26.8,13.8,0.2,0
2414,6.96,0.4387,0.0652,0.9348,1.2174,0.1304,0.087,0
4369,23.1573,1.1834,0.0036,0.9964,4.2708,1.2744,0.0072,0
4624,5.0554,43.375,0.0312,0.9688,1.0625,0.3125,0.0312,0
5410,0.2025,4.1257,0.0,1.0,3.0,1.0,0.0,0
4038,44.8648,683.0,0.2036,0.7964,3.998,6.6734,0.1714,0
2395,17.0806,56.8333,0.1964,0.8036,4.3482,3.6161,0.25,0
1142,21.4289,0.4403,0.0,1.0,0.194,0.0299,0.0,0
1138,8.6659,3.5957,0.037,0.963,4.2593,10.0,0.1111,0
2191,12.1694,0.5892,0.0822,0.9178,1.2192,0.0274,0.0548,0
5239,10.2485,6.72,0.0544,0.9456,1.3741,0.6122,0.0816,0
5487,8.4539,4.5578,0.1181,0.8819,6.3937,0.5827,0.0709,0
4066,18.5949,13.34,0.0193,0.9807,2.3043,1.5314,0.0242,0
1874,11.6942,0.9737,0.4333,0.5667,1.1167,0.0333,0.3,0
3271,1.5633,666.0,0.2143,0.7857,627.2143,174.4286,0.9286,1
1374,30.0388,1.1705,0.3097,0.6903,3.8496,0.1504,0.4248,0
2659,3.5715,1.0375,0.0,1.0,2.4615,0.1154,0.1923,1
2833,6.9621,1.0392,0.0,1.0,1.3704,0.1667,0.0,0
1289,12.7512,0.952,0.0444,0.9556,0.2,0.0,0.0222,0
641,135.0456,0.9437,0.1688,0.8312,0.4641,0.0,0.0886,0
2587,5.6475,163.25,0.0,1.0,3.7,0.55,0.0,0
2480,93.3744,10.0308,0.1577,0.8423,0.9274,1.9164,0.1104,0
6251,2.4541,28.3478,0.119,0.881,7.2857,1.5952,0.1667,0
4998,6.8694,18.0556,0.0106,0.9894,89.9681,11.3511,0.1596,0
5198,0.4216,0.2109,0.5,0.5,1.1667,0.6667,0.5,0
6678,2.0784,19.0882,0.0526,0.9474,21.0789,2.3421,0.1053,0
5164,1.6268,161.75,0.2174,0.7826,35.1304,3.3913,0.2609,0
5204,4.2814,2.4286,0.1148,0.8852,6.623,0.9016,0.0984,0
2104,4.3399,644.0,0.4,0.6,26.52,6.68,0.52,1
1564,6.7725,1.0489,0.2759,0.7241,2.3103,0.0345,0.2069,0
2806,3.7749,27.9565,0.0,1.0,2.4828,0.3103,0.4828,0
1967,5.942,642.0,0.5312,0.4688,198.2188,61.8125,0.5625,0
1942,21.0649,0.6561,0.0357,0.9643,0.4196,0.0089,0.0089,0
2851,17.1671,0.8721,0.0224,0.9776,7.0075,0.709,0.0373,0
4904,35.0801,2.0744,0.0913,0.9087,0.3609,1.6815,0.0488,0
5503,7.9647,2.3933,0.025,0.975,0.775,0.0917,0.0167,0
4538,3.8634,4.8385,0.0,1.0,37.5833,1.4792,0.0208,0
4274,5.9821,23.2963,0.1143,0.8857,0.6286,0.2,0.0286,0
4279,2.7315,5.531,0.0312,0.9688,4.0625,189.0312,0.1562,0
2641,9.9576,89.1429,0.3472,0.6528,4.4306,2.8194,0.3472,0
3955,2.7705,207.6667,0.0,1.0,8.4333,3.0333,0.0667,0
2109,70.4868,4.3194,0.0319,0.9681,1.4644,0.0786,0.0344,0
2005,4.9186,1.0401,0.5926,0.4074,2.6296,0.1111,0.2222,0
2718,1.747,2.6538,0.0,1.0,6.6923,0.7692,0.0769,0
2553,6.2949,621.0,0.0,1.0,19.0227,6.0455,0.2045,1
4899,15.0603,4.106,0.0099,0.9901,2.698,0.3861,0.0198,0
3636,13.059,617.0,0.1462,0.8538,10.3846,5.0385,0.2077,1
4156,0.7031,6.1089,1.0,0.0,331.75,50.5,1.0,0
5740,4.0725,0.2584,0.1719,0.8281,38.75,5.6719,0.25,0
5479,0.3333,0.6574,0.0,1.0,3.2,0.2,0.0,0
2772,10.0141,3.1865,0.0,1.0,2.1316,0.1053,0.0395,0
5986,5.1865,4.0395,0.0471,0.9529,4.2471,0.7176,0.0235,0
3106,11.4067,40.6667,0.1443,0.8557,17.3918,4.4021,0.2474,0
6682,1.8585,0.1116,0.5882,0.4118,2.6176,0.3235,0.4412,0
1930,36.3358,608.0,0.2188,0.7812,3.5052,5.0,0.2396,1
2841,8.6138,1.8824,0.0448,0.9552,6.1343,2.9104,0.0149,0
5353,1.6376,151.75,0.0,1.0,25.9167,6.375,0.0833,0
5186,4.7892,18.3333,0.0,1.0,3.7353,0.8971,0.0,0
6040,2.6608,1.2878,0.1364,0.8636,9.6591,1.3864,0.1136,0
4422,0.4956,0.2122,0.1667,0.8333,1.6667,0.0,0.0,0
2747,1.8615,603.0,0.2143,0.7857,269.9286,47.4286,0.2857,0
2681,8.4467,5.3186,0.5161,0.4839,61.7903,2.5484,0.371,0
5669,3.9302,0.6152,0.082,0.918,21.0984,5.7049,0.1639,0
5425,8.8872,33.2222,0.0455,0.9545,10.3561,1.8485,0.0606,0
4690,6.4639,66.1111,0.0241,0.9759,1.2169,0.494,0.0241,0
1432,15.0487,0.4322,0.1186,0.8814,4.4407,0.0169,1.0,0
2628,5.1424,9.2344,0.027,0.973,20.2432,3.4324,0.1081,0
3266,0.7828,12.0,0.1429,0.8571,1.7143,0.0,0.1429,0
6248,13.6209,6.0619,0.0987,0.9013,23.412,4.2876,0.1373,0
2558,15.5638,587.0,0.0,1.0,8.4037,1.2569,0.0183,1
1298,1.6884,1.0034,0.5,0.5,6.6667,0.0,1.0,0
4847,3.4664,7.5584,0.0217,0.9783,2.0,0.1087,0.0435,0
3938,13.727,1.2129,0.0405,0.9595,2.0541,0.1892,0.0676,0
5844,3.4375,36.3125,0.0182,0.9818,15.4727,1.6909,0.1455,0
4842,1.8858,193.3333,0.04,0.96,5.96,0.32,0.16,1
4249,2.321,193.3333,0.037,0.963,2.0,1.1852,0.0,0
5765,5.7021,7.3974,0.1444,0.8556,6.3111,0.4667,0.1778,0
3878,3.4849,574.0,0.1351,0.8649,133.3514,22.8649,0.1892,0
1531,2.1471,573.0,0.8889,0.1111,112.6667,39.3333,1.0,0
2775,6.7127,2.8317,0.2745,0.7255,2.0784,1.1961,0.2157,0
6565,2.8931,7.8356,0.0577,0.9423,4.7115,0.5385,0.0385,0
4470,4.1673,6.1398,0.2353,0.7647,1.9412,0.7451,0.1961,0
4036,8.7783,63.3333,0.0,1.0,30.5567,9.1546,0.134,0
5287,11.9516,1.5746,0.0116,0.9884,2.5145,0.1618,0.0231,0
4352,3.2732,4.7417,0.0256,0.9744,2.3333,0.0513,0.0,0
1180,8.3574,1.0289,0.037,0.963,6.2222,0.1481,0.0741,0
4140,1.4998,47.3333,0.1765,0.8235,334.5882,17.0588,0.3529,0
3837,0.6663,1.7806,0.7143,0.2857,94.0,5.0,0.7143,0
1828,8.5918,3.0486,0.4884,0.5116,8.7674,0.6744,1.0,0
5506,16.8495,562.0,0.122,0.878,10.9843,14.9016,0.1614,1
3275,7.5838,51.0,0.1618,0.8382,2.6618,1.6912,0.1618,0
3400,0.2149,556.0,0.0,1.0,168.5,196.0,0.5,1
5184,11.9777,1.2198,0.0294,0.9706,6.1882,1.7765,0.0471,0
4845,6.4833,553.0,0.0233,0.9767,101.0465,7.7442,0.2326,1
6255,8.8174,1.3844,0.0199,0.9801,2.7616,0.4834,0.0331,0
2381,2.4544,15.25,0.9375,0.0625,366.8125,29.4375,0.8125,0
5816,0.5652,0.515,0.1111,0.8889,0.5556,0.0,0.0,0
3267,1.3416,91.1667,0.0,1.0,299.0833,76.5833,0.1667,0
1304,2.2408,1.1129,0.75,0.25,0.125,0.0,0.75,0
5302,19.4267,7.9118,0.0426,0.9574,5.5745,0.8652,0.0248,0
1690,7.1321,0.9027,0.1818,0.8182,3.6061,0.2727,0.1212,0
5136,3.2002,535.0,0.0444,0.9556,167.2222,40.8222,0.1556,1
3463,12.4457,14.8333,0.0,1.0,3.178,2.1017,0.0169,0
4792,8.6129,2.1673,0.0177,0.9823,51.4602,6.8319,0.0354,0
2652,7.2995,0.5343,0.0755,0.9245,2.283,1.0566,0.1509,0
5768,4.8759,2.2321,0.0649,0.9351,32.4026,2.987,0.0649,0
1532,11.9207,4.7232,0.36,0.64,0.62,0.12,0.32,0
4111,4.7977,0.4521,0.7963,0.2037,0.537,0.1296,0.0926,0
5708,0.7679,528.0,0.0833,0.9167,1.25,1.0,0.0833,0
4131,1.6799,8.3651,0.0,1.0,12.9474,1.1053,0.1579,0
1830,3.393,0.7028,0.1176,0.8824,0.3529,0.0,0.2941,0
5500,0.3985,19.3333,0.1667,0.8333,0.3333,0.6667,0.0,0
1828,2.5975,5.8539,0.5385,0.4615,283.3846,30.8462,0.8462,0
5550,2.435,3.46,0.027,0.973,14.5676,1.1351,0.1622,0
4129,4.5999,0.8196,0.0,1.0,4.1346,1.8269,0.0192,1
560,17.6103,516.0,0.6667,0.3333,15.037,4.2222,0.4444,0
6560,9.2426,0.7413,0.0482,0.9518,2.5482,0.3494,0.0361,0
4011,4.6442,23.2273,0.0588,0.9412,51.098,7.7843,0.0784,0
2442,8.2264,21.2917,0.0364,0.9636,1.3818,0.0909,0.0545,0
3982,7.2463,5.7955,0.0759,0.9241,0.8354,0.7342,0.038,0
3285,4.1139,22.1739,0.0541,0.9459,15.6486,4.2162,0.1622,0
3432,2.0221,509.0,0.2632,0.7368,355.2105,42.7368,0.5263,0
4333,11.4641,3.1358,0.0294,0.9706,13.9779,2.6618,0.0515,0
5213,13.4525,1.924,0.0677,0.9323,20.8229,3.6458,0.099,0
5289,4.9722,10.1,0.0278,0.9722,0.8472,0.3056,0.0278,0
6366,3.4999,0.6222,0.0328,0.9672,2.0164,0.5902,0.0656,0
2178,8.385,7.9683,0.0,1.0,1.6,1.3,0.0,1
5213,10.0193,501.0,0.021,0.979,2.6224,1.2308,0.007,0
5103,7.2291,2.9762,0.0,1.0,27.8317,3.7921,0.0891,0
2926,0.0,499.0,0.0,0.0,0.0,0.0,0.0,0
1873,7.8003,0.5764,0.075,0.925,1.25,0.175,0.175,0
3464,2.636,497.0,0.0,1.0,15.04,2.68,0.04,1
2281,2.562,2.2143,0.0,1.0,2.5,0.1875,0.0,0
4089,12.5055,0.3603,0.0357,0.9643,0.6214,0.0786,0.0071,0
3436,16.6892,2.1336,0.0127,0.9873,2.3885,0.6433,0.0255,0
2595,1.2668,0.689,0.4444,0.5556,24.4444,31.6667,0.4444,0
3648,24.7305,491.0,0.332,0.668,1.9231,1.4332,0.2389,1
5528,2.3125,1.4613,0.0571,0.9429,78.2571,12.7429,0.0286,0
3455,0.6343,98.2,0.3333,0.6667,361.3333,187.8333,0.3333,0
3720,7.1675,1.369,0.0548,0.9452,2.6301,0.1781,0.0411,0
3103,0.5885,486.0,0.0,1.0,19.2,39.2,0.0,1
3156,3.2405,0.6383,0.0,1.0,1.8929,0.1071,0.2143,0
4391,12.7268,9.0,0.1046,0.8954,2.5163,0.3791,0.0915,0
3755,3.9881,5.3297,0.0,1.0,35.3902,10.4146,0.0488,0
5324,6.1058,15.6129,0.0337,0.9663,3.9775,1.7079,0.0899,0
2272,18.3268,7.6667,0.0965,0.9035,0.8333,0.7719,0.0702,0
4264,5.1395,0.7188,0.0167,0.9833,2.5167,0.1667,0.0,0
5318,25.4123,2.5104,0.0946,0.9054,2.1432,0.6892,0.0486,0
4850,8.0581,40.1667,0.2336,0.7664,51.2056,6.8692,0.2056,0
2704,7.5643,7.6349,0.375,0.625,25.9286,1.1071,0.3571,0
4398,8.3049,31.9333,0.0,1.0,5.05,1.5,0.03,0
3421,0.7474,476.0,0.0,1.0,44.2857,40.7143,0.5714,1
4638,3.1501,238.0,0.0,1.0,31.8,4.7,0.1,0
5712,3.9645,476.0,0.0,1.0,82.8871,6.0806,0.0968,0
5113,1.0715,19.7917,0.0,1.0,0.6667,0.0667,0.0,1
5149,0.0,59.25,0.0,0.0,0.0,0.0,0.0,1
3019,10.4046,0.0745,0.0698,0.9302,0.7442,0.0116,0.093,0
2355,8.3752,3.5414,0.1111,0.8889,6.8704,0.5926,0.037,0
1872,143.4075,1.4144,0.2163,0.7837,0.2884,0.1578,0.2245,0
6402,10.9541,6.7286,0.0781,0.9219,7.8229,1.1406,0.0781,0
3316,11.896,6.7,0.0093,0.9907,17.9537,2.9722,0.0648,0
908,12.8722,0.6223,0.2188,0.7812,2.6562,0.1562,0.0625,0
2169,8.083,0.7366,0.25,0.75,2.7917,0.0417,0.1458,0
6276,1.6295,2.3069,0.0357,0.9643,4.7143,2.3929,0.1429,0
6446,10.936,5.1667,0.1295,0.8705,1.3627,0.9016,0.1036,0
6516,8.9126,7.4839,0.1698,0.8302,14.4717,3.6101,0.1698,0
6475,14.328,14.9032,0.0118,0.9882,9.3937,1.4764,0.0236,0
2049,0.3565,11.55,0.0,1.0,4.0,1.5,0.5,0
5376,11.2102,12.8333,0.0788,0.9212,0.9212,0.4909,0.0727,0
6340,7.9502,25.6111,0.0072,0.9928,4.1739,0.8696,0.029,0
3653,9.9986,1.8852,0.02,0.98,3.62,0.43,0.02,0
993,6.253,1.0222,0.1176,0.8824,1.2353,0.0,0.0588,0
3342,1.0929,57.25,0.1,0.9,33.3,12.6,0.4,0
4267,23.4541,2.106,0.0584,0.9416,2.573,0.5365,0.0474,0
6297,12.9348,456.0,0.009,0.991,21.0628,18.9686,0.0897,1
6132,48.5451,1.7395,0.0515,0.9485,0.719,0.4883,0.0282,0
4332,1.602,4.3654,0.6842,0.3158,0.7368,2.0526,0.3158,0
5218,0.77,2.1942,0.3636,0.6364,49.4545,35.2727,0.5455,0
5501,1.0624,0.6565,0.125,0.875,1.1875,0.375,0.1875,0
3877,0.8479,451.0,0.1111,0.8889,205.5556,86.5556,0.3333,1
6618,4.2497,4.3269,0.039,0.961,1.3377,0.3247,0.0,0
5351,3.8225,1.9522,0.0357,0.9643,3.375,0.7321,0.0179,0
2118,15.3481,0.6535,0.0449,0.9551,0.8202,0.0562,0.0112,0
6054,1.991,4.7053,0.0606,0.9394,158.8182,15.2424,0.0606,0
4848,5.1231,447.0,0.0441,0.9559,1.5588,10.9412,0.0441,0
3160,0.6935,0.6368,1.0,0.0,0.0,0.3333,1.0,0
2581,2.2642,1.0183,0.0,1.0,7.5625,0.625,0.0,1
3346,12.1168,0.2958,0.0,1.0,0.5946,0.036,0.0,1
2097,1.7418,0.7508,0.0,1.0,0.4,0.2,0.0,0
2041,12.5269,5.8553,0.0286,0.9714,2.8714,0.1857,0.0143,0
5664,3.9981,20.2273,0.0323,0.9677,8.8548,2.4355,0.0968,0
3528,7.247,3.4496,0.0143,0.9857,2.9571,1.6857,0.0143,0
5498,9.7657,34.1538,0.068,0.932,14.0952,4.2245,0.0816,1
5425,0.202,444.0,1.0,0.0,449.6667,82.0,0.3333,0
5526,7.3367,1.3899,0.036,0.964,2.8378,0.6396,0.0541,0
2559,8.7066,6.4058,0.1639,0.8361,3.6066,0.4262,0.1639,0
5654,1.8734,88.0,0.0345,0.9655,2.8966,1.4138,0.0345,0
5445,9.6595,4.9326,0.0,1.0,1.4444,0.5278,0.0208,0
4726,1.4684,438.0,0.0,1.0,26.2105,21.7895,0.1053,0
3472,3.7872,3.0629,0.0,1.0,24.9722,2.3056,0.0833,1
2075,7.569,8.549,0.0233,0.9767,1.5349,0.1628,0.0,0
2350,0.3109,436.0,0.0,1.0,478.0,20.0,1.0,1
6478,0.6766,0.8286,1.0,0.0,12.75,0.8333,0.8333,0
1713,6.1835,1.0535,0.1034,0.8966,9.9655,0.2069,1.0,0
4115,3.2841,8.66,0.1081,0.8919,3.7838,0.2703,0.0811,0
4411,14.6564,1.2308,0.0056,0.9944,23.209,3.1808,0.0282,0
2956,11.4913,4.6452,0.043,0.957,9.8065,1.0215,0.086,0
4807,0.9118,10.2619,0.0833,0.9167,25.9167,9.6667,0.25,0
2311,5.8478,143.6667,0.0,1.0,12.6216,7.4595,0.027,1
5935,4.3695,7.431,0.0141,0.9859,1.8169,0.6761,0.0,0
6230,2.521,214.0,0.0,1.0,3.0233,0.9767,0.0233,0
4061,13.8509,7.1,0.0584,0.9416,7.3766,1.8377,0.0714,0
4844,3.4685,3.4,0.1739,0.8261,17.8696,3.1957,0.2609,0
4735,1.0028,2.5449,0.0,1.0,19.2308,16.2308,0.0,0
2956,3.5833,11.8056,0.1034,0.8966,15.3793,2.6207,0.1379,0
1544,18.9249,3.2868,0.0625,0.9375,2.5875,0.275,0.075,0
5372,9.7228,18.3913,0.028,0.972,5.4965,0.972,0.035,0
3941,18.2579,11.6944,0.0,1.0,0.9036,0.6396,0.0,0
4227,2.6787,421.0,0.0,1.0,4.871,5.0645,0.0,0
3605,16.92,0.7656,0.0659,0.9341,3.1497,0.6766,0.0659,0
4547,1.1246,17.4167,0.0714,0.9286,4.7143,4.0,0.2143,0
2890,3.7915,1.0504,0.4333,0.5667,4.6,0.1667,1.0,0
770,9.9614,0.678,0.8095,0.1905,0.1905,0.0,0.8571,0
5889,5.7061,2.2063,0.0543,0.9457,9.6739,9.1957,0.087,0
2925,30.9682,0.3193,0.004,0.996,0.621,0.0242,0.0081,0
2306,4.2766,0.3111,0.037,0.963,3.4815,0.1852,0.0,0
2917,19.5334,4.3333,0.5897,0.4103,3.1154,0.6667,0.4231,0
5239,4.1133,2.1173,0.0678,0.9322,53.8475,20.0678,0.0678,0
4218,10.7376,0.1331,0.0,1.0,0.4274,0.2258,0.0081,1
3379,11.8904,3.7054,0.1182,0.8818,1.3091,0.0909,0.0909,0
3210,7.0547,2.065,0.1613,0.8387,52.5806,6.9194,0.129,0
3931,8.3624,0.9856,0.1222,0.8778,1.2556,4.6,0.1333,0
4399,8.8012,137.3333,0.0189,0.9811,0.9811,1.6509,0.0283,0
3123,6.6664,411.0,0.0,1.0,6.193,2.8596,0.0351,1
