followers_following_ratio,account_age_days,repos_per_year,avg_stars_per_repo,avg_forks_per_repo,active_repo_ratio,churn
12.7812,5459,2.0741,8.0323,9.2258,0.4516,0
8.6809,5852,11.1098,46.5562,7.7697,0.1124,0
45.3333,5641,6.0217,3.4624,0.3548,0.0538,0
34.0,4631,3.076,8.4615,5.9487,0.0,1
4.9036,1768,5.3713,2.4231,0.1538,0.1154,0
407.0,1602,0.228,0.0,0.0,1.0,0
40.6,4241,4.1339,102.8125,12.9583,0.0,0
3.9417,3919,31.0355,0.5195,0.003,0.012,1
2.6026,4807,8.89,2.1624,0.6325,0.0769,0
2.3143,5062,3.8242,23.0,3.5094,0.0189,0
1.2385,5298,24.0604,0.5845,0.0802,0.0,1
67.3333,3481,1.1542,2.9091,0.4545,0.8182,0
5.3158,3291,5.2163,12.3404,1.5957,0.0638,0
5.3026,6282,3.4885,2.6,0.1667,0.2167,0
1.0281,2790,12.175,6.6129,1.0323,0.1828,0
0.3893,1924,21.6416,0.7632,0.0175,0.0351,0
401.0,679,23330.2765,0.0126,1.089,0.0828,1
2.381,2491,9.2376,0.6984,0.4921,0.0159,0
0.8808,4702,15.769,1.6108,0.3251,0.3448,0
0.7014,1229,1.7832,1.8333,0.0,0.5,0
0.8302,3661,3.9907,0.425,0.15,0.075,0
0.3114,2844,14.8977,0.3534,0.1466,0.0172,0
56.4286,1763,2.6933,0.6923,0.0769,0.0769,1
395.0,4347,0.8402,1.3,0.0,0.3,0
0.7467,1728,14.1619,0.6418,0.0746,0.1194,0
0.6752,4604,4.046,0.4902,0.1569,0.0,0
0.2049,5805,21.3298,0.2389,0.1475,0.0678,0
2.9773,2617,3.6288,1.7308,0.8077,0.0385,0
6.1406,3730,3.6231,4.4595,1.0541,0.027,0
392.0,6243,21.0035,26.7688,8.0195,0.0279,1
5.6812,5888,7.6301,1.561,0.5285,0.1138,0
391.0,1591,5.2802,83.5652,14.3913,0.4783,1
0.7697,3350,17.4448,0.4938,0.1062,0.0813,0
0.6062,1883,7.9529,1.122,0.0,0.1463,0
11.7879,3347,2.4008,291.8636,14.5909,0.1364,0
388.0,4203,20.7696,6.5314,2.3054,0.1674,0
3.88,6268,5.2445,1.2333,0.3333,0.0,0
2.2899,5221,6.2262,2.236,0.4831,0.0225,0
11.0571,1819,9.0359,5.4,0.9556,0.0444,0
