login,days_since_last_activity,account_age_days,repos_per_year,followers_following_ratio,active_repo_ratio,inactive_repo_ratio,avg_stars_per_repo,avg_forks_per_repo,repo_activity_density,repository_maintenance_ratio
natayadev,0,2352,11.9576,5.1183,0.0779,0.9221,12.5065,1.2338,0.9318,0.0519
codeutnfra,1757,3560,0.3078,475.0,0.0,1.0,26.6667,201.6667,0.0,0.0
ArielBetancud22,11,1487,10.562,0.452,0.0465,0.9535,3.9302,0.6744,0.4913,0.0465
infodp,62,2302,20.1506,467.0,0.0079,0.9921,3.6378,2.0866,0.1587,0.0157
linuxmobile,98,4168,7.3611,3.3478,0.1786,0.8214,38.881,2.2738,1.3145,0.2262
Bounsert,71,475,13.8411,0.6519,0.4444,0.5556,2.8889,0.0,6.1516,0.3333
kzu,7,6022,15.6484,30.2667,0.093,0.907,1.6899,0.4574,1.4557,0.062
facmartoni,85,2816,6.7447,41.0,0.0577,0.9423,1.4615,0.7885,0.3891,0.0577
flesler,42,6402,3.8796,110.75,0.0441,0.9559,76.9559,20.5588,0.1712,0.1324
Fabian-Martinez-Rincon,2,2450,14.4609,0.6662,0.1443,0.8557,3.3402,0.1443,2.0871,0.1237
alanrios21,352,2377,3.8415,0.6733,0.04,0.96,2.68,0.04,0.1537,0.08
deepch,3,4382,9.4188,28.4,0.0442,0.9558,40.7611,11.1062,0.4168,0.0531
arielboyu,29,2255,3.0775,0.7023,0.0,1.0,2.5263,0.3684,0.0,0.0
gastsail,18,3467,6.321,45.4444,0.0667,0.9333,19.6,3.3667,0.4214,0.15
dandelg88,10,3666,3.1882,0.4405,0.0312,0.9688,0.375,0.0,0.0996,0.0625
eordano,0,6380,5.7822,5.0506,0.1584,0.8416,0.505,0.2079,0.916,0.099
gvilarino,52,4995,3.7293,4.3111,0.0,1.0,4.4706,1.3529,0.0,0.0196
fernandezpablo85,9,6459,7.9169,20.3684,0.0071,0.9929,1.8357,0.3786,0.0565,0.0357
FdelMazo,51,3413,5.993,0.8362,0.1786,0.8214,10.2143,2.8571,1.0702,0.125
dileofrancoj,77,3347,12.4405,127.3333,0.0351,0.9649,3.1842,1.3246,0.4365,0.0351
lndgalante,3,5003,5.4025,0.9669,0.1081,0.8919,8.1892,1.9054,0.584,0.1081
juancarlospaco,67,2992,29.5423,4.3103,0.0413,0.9587,17.7727,1.595,1.2208,0.0992
jpromanonet,13,3066,55.7524,1.8107,0.0064,0.9936,0.3098,0.1453,0.3574,0.0064
norman,5,6646,3.957,11.0303,0.0417,0.9583,110.1389,12.1528,0.1649,0.0556
impallari,452,4932,1.9255,2.5245,0.0,1.0,77.9231,12.8462,0.0,0.3846
Villanuevand,20,5320,5.6984,2.8203,0.0,1.0,1.2048,0.4217,0.0,0.0
impronunciable,17,6031,5.0872,3.0252,0.0,1.0,8.8214,2.5,0.0,0.0238
ronibandini,144,3254,12.9083,350.0,0.1565,0.8435,10.9652,1.3652,2.0204,0.2087
TiendaNube,350,5607,3.3874,349.0,0.2885,0.7115,5.75,3.0385,0.9771,0.3462
israpps,28,2423,17.6369,11.6552,0.1453,0.8547,15.9402,1.1282,2.5626,0.2222
WorldLanguages,65,3763,0.9706,5.678,0.1,0.9,17.4,2.8,0.0971,0.0
JkDevArg,91,2125,28.3606,1.3162,0.0424,0.9576,1.4727,0.303,1.2032,0.0242
DarioSamo,211,5648,1.8107,30.2727,0.0714,0.9286,19.9286,4.9286,0.1293,0.2143
sairov,60,2814,4.6727,3.6374,0.0,1.0,1.0556,0.4444,0.0,0.0556
polsebas,9,4408,1.7401,0.6846,0.3333,0.6667,0.7143,0.1429,0.58,0.2381
solidsnk86,4,1693,11.2185,1.316,0.1731,0.8269,1.8269,0.1154,1.9417,0.1731
yabellini,9,5004,8.613,12.5769,0.1102,0.8898,0.7542,0.3136,0.9489,0.0424
seppo0010,11,5935,16.924,12.5385,0.0291,0.9709,13.0582,0.9491,0.4923,0.0436
nicolasmgh,10,1219,2.9963,0.5824,0.9,0.1,2.0,0.0,2.6967,1.0
munshkr,9,6646,10.1122,1.4771,0.0054,0.9946,4.6522,0.6522,0.055,0.038
lfir,10,4259,4.0307,1.3305,0.1277,0.8723,1.4043,0.3404,0.5146,0.1489
agusrnfr,30,1764,6.0047,4.5652,0.1034,0.8966,7.8276,0.3793,0.6212,0.3793
bcamandone,610,1820,2.6089,12.44,0.0,1.0,22.3077,5.2308,0.0,0.2308
mgaitan,2,5020,25.6839,1.2531,0.1048,0.8952,4.8669,1.6289,2.6921,0.0878
curita,108,5949,0.614,61.2,0.0,1.0,7.0,2.3,0.0,0.0
MatiasRaulIbarra,37,1852,10.8471,0.9242,0.0545,0.9455,0.0182,0.0545,0.5917,0.0364
matiu,26,6199,5.8921,148.0,0.0,1.0,0.75,0.62,0.0,0.01
jcrodriguez1989,3,3714,8.0642,4.0278,0.0488,0.9512,8.3415,1.2561,0.3934,0.0732
ItsIgnacioPortal,48,2724,13.9449,22.3077,0.0288,0.9712,1.8365,0.2788,0.4023,0.1154
PabloLopez23,12,1153,3.1678,0.7748,0.7,0.3,0.0,0.0,2.2175,0.8
cgldev,202,2054,6.2238,2.1729,0.0,1.0,0.3143,0.1429,0.0,0.0
mdev-repos,81,780,5.151,0.7404,0.1818,0.8182,0.9091,0.1818,0.9365,0.0909
azhernan,69,3051,1.4366,0.136,0.0,1.0,0.9167,0.5833,0.0,0.0
Axenide,88,2208,7.444,14.35,0.4444,0.5556,90.8,5.9556,3.3084,0.4667
mathigatti,23,4769,7.3525,0.5686,0.0,1.0,6.8438,1.1562,0.0,0.0833
reingart,305,5392,4.5385,142.5,0.0149,0.9851,22.2239,15.7164,0.0677,0.0896
djanowski,7,6676,9.3009,12.9091,0.0176,0.9824,5.6588,0.7706,0.1641,0.0
jonatanariste,23,5526,0.9914,40.5714,0.1333,0.8667,2.6,3.0667,0.1322,0.0667
envico801,2,1142,13.7528,0.9156,0.2326,0.7674,6.9767,1.4884,3.1983,0.2326
federicoleon,146,4597,3.3371,56.2,0.0238,0.9762,9.0714,8.7619,0.0795,0.0238
nventuro,5,4996,3.2899,279.0,0.1111,0.8889,0.4444,0.3333,0.3655,0.0667
franciscopugh,24,2565,9.683,18.5333,0.0147,0.9853,1.4706,0.3824,0.1424,0.0294
tute,17,6331,2.3654,27.7,0.122,0.878,43.7317,7.4146,0.2885,0.0976
jfromaniello,26,6002,18.4998,11.0,0.0526,0.9474,8.3322,1.9276,0.9737,0.0526
kblok,25,5045,6.3711,2.3333,0.0568,0.9432,0.9091,0.5568,0.362,0.0455
mariano,5,6532,2.9077,38.8571,0.0192,0.9808,16.7308,3.5962,0.0559,0.0577
elrebelde21,59,1457,4.011,30.2222,0.25,0.75,36.0,27.875,1.0027,0.5
nanexcool,90,6337,7.0318,136.0,0.0,1.0,1.459,1.2951,0.0,0.0082
eugenioclrc,18,5815,15.8914,1.0675,0.0198,0.9802,2.0553,0.6324,0.3141,0.0198
codelando,175,3797,3.3668,16.75,0.0,1.0,3.6571,1.2571,0.0,0.0
killbrickedd,0,194,1.8827,0.9082,1.0,0.0,0.0,0.0,1.8827,1.0
JoseAlz,78,2504,31.7989,0.5019,0.0275,0.9725,0.1789,0.8578,0.8752,0.0092
juanigallo,46,4724,8.1184,132.5,0.0286,0.9714,0.6381,0.3619,0.232,0.0
Fidelcastro24,145,2029,3.6003,1.5,0.05,0.95,0.75,0.1,0.18,0.05
TomasSorgetti,59,1619,15.1153,0.8976,0.0597,0.9403,0.0,0.0299,0.9024,0.0149
bcardiff,1,5708,10.6862,18.7143,0.0479,0.9521,2.0359,0.5449,0.5119,0.0479
mgbrunini,57,3271,3.0149,64.5,0.037,0.963,4.5556,0.5556,0.1117,0.0741
electgpl,1,4654,2.9823,17.1333,0.1579,0.8421,2.1053,1.7895,0.4709,0.1579
JonatanSalas,103,4404,31.2669,0.3617,0.0451,0.9549,0.1167,0.0106,1.4099,0.0398
HoracioGutierrez,27,4089,2.5904,7.2571,0.3103,0.6897,0.1379,0.3793,0.8039,0.1034
abr4xas,5,5749,4.765,0.4352,0.1333,0.8667,3.6667,0.6,0.6353,0.08
MayraTstrella,275,1778,2.4651,1.1461,0.0833,0.9167,1.9167,0.1667,0.2054,0.1667
juanbono,4,4964,12.5086,0.3109,0.0118,0.9882,0.4059,0.0353,0.1472,0.0059
lrusso,162,4109,10.5779,250.0,0.2773,0.7227,16.3361,5.6555,2.9334,0.3445
contepablod,56,1930,7.5699,0.8646,0.125,0.875,1.425,0.575,0.9462,0.1
devmontini,2,1981,1.475,0.4422,0.0,1.0,0.5,0.0,0.0,0.0
mmontone,152,5725,6.6351,0.738,0.1058,0.8942,12.5192,1.3269,0.7018,0.1538
agustinfiorde,82,2742,4.529,9.037,0.0,1.0,1.7941,0.7059,0.0,0.0
DevUsuiSama,17,1960,9.504,0.8873,0.0392,0.9608,0.0784,0.0196,0.3727,0.0392
emaraschio,55,5415,3.8447,0.2905,0.0351,0.9649,1.4211,0.1228,0.1349,0.0351
arzafran,33,5703,5.5079,3.1169,0.0349,0.9651,0.186,0.1977,0.1921,0.0465
zokeber,4,4988,0.7323,1.4182,0.1,0.9,17.8,7.9,0.0732,0.1
NicolasSeguro,55,2839,10.6783,8.069,0.0843,0.9157,0.0241,0.012,0.9006,0.0723
enzonotario,5,4175,5.774,5.825,0.3182,0.6818,18.9545,2.197,1.8372,0.3636
facundobatista,17,5993,5.668,115.5,0.086,0.914,4.2151,1.3226,0.4876,0.086
tomiok,29,4113,8.7916,7.9655,0.0303,0.9697,1.4848,0.3535,0.2664,0.0404
charlyautomatiza,4,1748,10.0297,2.9231,0.25,0.75,3.375,0.9583,2.5074,0.1667
MatiasGuaymas,7,1764,7.04,6.1081,0.2647,0.7353,7.3529,0.1765,1.8635,0.3824
cristiandouce,39,5781,6.3181,1.6917,0.03,0.97,1.06,0.28,0.1895,0.01
julianbenegas,4,2930,9.4741,4.3922,0.1053,0.8947,0.6974,0.0789,0.9973,0.0526
delucas,12,5564,4.1356,20.1818,0.0,1.0,0.6349,0.873,0.0,0.0
woloski,0,6006,3.5272,24.3333,0.0,1.0,1.2586,0.431,0.0,0.0
leotorrez,148,4696,2.2556,16.6923,0.4483,0.5517,33.0,4.8966,1.0111,0.4138
kurkul608,82,2443,4.6348,0.2294,0.0645,0.9355,0.129,0.0968,0.299,0.129
FabSignal,27,1432,12.7531,0.7855,0.16,0.84,0.64,0.14,2.0405,0.16
cmgustavo,14,5915,4.0755,13.375,0.0606,0.9394,1.197,0.6667,0.247,0.0606
rodrigomartind,9,3468,1.5798,53.5,0.1333,0.8667,53.5333,5.8,0.2106,0.2
abenassi,13,4783,4.1237,5.8889,0.0741,0.9259,11.3333,4.4074,0.3055,0.0741
waj,5,6496,4.6668,211.0,0.1205,0.8795,3.3976,0.4337,0.5623,0.0482
Mauro069,55,1911,16.4372,12.2941,0.0698,0.9302,1.1279,0.4651,1.1468,0.0581
bitwiseAr,423,3399,0.1075,209.0,1.0,0.0,420.0,224.0,0.1075,1.0
Phosphorus-M,1,3668,17.0277,0.3706,0.0585,0.9415,0.3567,0.0292,0.9958,0.0526
DT1010,486,3281,0.0,1.1183,0.0,0.0,0.0,0.0,0.0,0.0
JaviCeRodriguez,5,2155,20.6777,2.4471,0.082,0.918,0.4344,0.1639,1.6949,0.0656
jd-apprentice,0,2167,27.6424,3.9423,0.0976,0.9024,0.622,0.0915,2.6968,0.0854
ggEz75,10,753,1.9402,0.8987,0.75,0.25,0.0,0.0,1.4552,0.5
matiasbaldanza,36,6326,0.6351,4.8571,0.0909,0.9091,0.5455,0.1818,0.0577,0.0909
AfipSDK,5,2826,1.6802,203.0,0.6923,0.3077,39.7692,17.4615,1.1632,0.9231
LazyDuchess,25,2852,10.7577,8.375,0.2143,0.7857,9.869,0.7024,2.3052,0.2738
feliam,202,5402,2.096,3.2951,0.0,1.0,22.2581,5.9677,0.0,0.0645
feralarcon1995,14,2107,16.295,4.2553,0.0638,0.9362,0.3936,0.0319,1.0401,0.0319
gedankenstuecke,1,5569,11.0841,9.9,0.0296,0.9704,1.2485,0.4556,0.3279,0.0296
tecnicaturasutnfra,3227,3795,0.1925,198.0,0.0,1.0,10.5,25.0,0.0,0.0
garagon,3,5946,2.0885,4.925,1.0,0.0,8.7353,0.8824,2.0885,0.7647
ulises-jeremias,15,3751,11.8796,0.9206,0.1475,0.8525,2.3852,0.1803,1.7527,0.1557
K-ballo,1,5157,0.7083,17.8182,0.4,0.6,0.7,0.1,0.2833,0.5
JoaPaloBael,787,4254,0.8586,9.3333,0.0,1.0,0.6,0.1,0.0,0.0
jjscarafia,9,4934,4.5897,13.0,0.0161,0.9839,0.1613,0.1774,0.074,0.0161
EmmanuelMess,1,4140,15.6158,0.4176,0.0621,0.9379,1.1412,0.2712,0.9705,0.0621
JerePrograma,6,1662,10.5487,194.0,0.1667,0.8333,1.2917,0.3333,1.7581,0.125
retrofox,0,6261,4.842,8.7727,0.0241,0.9759,1.2048,0.3012,0.1167,0.0
ValentinBarco,407,2135,2.224,0.6455,0.0,1.0,0.3077,0.1538,0.0,0.0
ale687,16,665,11.5342,0.3752,0.1905,0.8095,0.4286,0.0,2.197,0.1905
lvm,157,6424,11.2008,1.3768,0.0,1.0,2.3503,0.3604,0.0,0.0305
chrisvdev,62,3605,2.9382,4.6098,0.1379,0.8621,3.2069,0.5862,0.4053,0.2759
gustavobastian,15,3485,9.5374,0.7402,0.044,0.956,1.0769,0.011,0.4192,0.044
humbertodrc,14,2251,42.9992,0.9894,0.0075,0.9925,0.3321,0.1811,0.3245,0.0075
leandrogallo-dev,92,2273,1.1248,0.3358,1.0,0.0,1.0,0.0,1.1248,0.7143
emilianog94,20,2969,1.4763,16.5455,0.0833,0.9167,27.0,1.25,0.123,0.0833
Dante-Leoncini,9,3823,1.0509,30.1667,0.3636,0.6364,76.3636,1.7273,0.3822,0.5455
Lisbauer,222,1441,10.8992,30.1667,0.0698,0.9302,0.6279,0.1395,0.7604,0.0233
JavierVeron,42,4496,8.0426,181.0,0.2222,0.7778,0.6364,0.1414,1.7873,0.0606
AndreaDiazCorreia,1,1832,9.1711,1.0647,1.0,0.0,0.6957,0.5652,9.1711,0.087
TomasBorquez,153,1785,3.0693,60.0,0.5333,0.4667,43.4667,1.9333,1.637,0.5333
ramiro,27,6390,6.459,59.0,0.0088,0.9912,0.5133,0.2832,0.0572,0.0177
phreda4,132,5734,1.4651,0.2859,0.2174,0.7826,21.8696,1.7391,0.3185,0.2609
ilitteri,17,2179,6.0344,1.0114,0.1389,0.8611,0.5278,0.1944,0.8381,0.0278
ingadhoc,355,4413,6.373,176.0,0.3896,0.6104,13.8701,27.1818,2.483,0.3896
WanCirone,13,2229,3.4411,12.5,0.0,1.0,1.619,6.8095,0.0,0.0
karbartolome,44,2778,5.2592,1.5625,0.025,0.975,1.325,0.45,0.1315,0.025
Draculinio,223,5246,4.2471,3.3654,0.0164,0.9836,1.0,0.4098,0.0696,0.0164
durancristhian,3,4800,3.6525,4.7027,0.0625,0.9375,2.5417,0.7292,0.2283,0.0625
natanael-lima,12,1869,5.8628,0.7457,0.0,1.0,0.1667,0.0667,0.0,0.0
redknightlois,42,5390,3.1849,86.5,0.1702,0.8298,2.383,0.5106,0.5421,0.1277
pabloruiz55,6,5659,2.3236,28.6667,0.0,1.0,4.1111,2.4167,0.0,0.0
ramosITBooks,1658,1669,7.2218,171.0,0.0,1.0,9.1818,7.8182,0.0,0.5152
lortmorris,3,4644,1.0224,10.0,0.0,1.0,3.3077,3.0,0.0,0.0
Emmanuel-Rojas,320,566,2.5813,1.0559,0.25,0.75,0.0,0.0,0.6453,0.0
lontivero,27,6115,7.1676,28.1667,0.0417,0.9583,7.2167,2.425,0.2987,0.0333
asolino,155,4105,0.7118,42.25,0.125,0.875,1.0,0.375,0.089,0.125
ortegaalfredo,92,5194,3.4458,7.3478,0.0816,0.9184,15.6327,1.6327,0.2813,0.1837
saenzramiro,22,4975,2.7898,28.0,0.0,1.0,0.5,0.2105,0.0,0.0
ulysses-ck,25,2586,18.7851,0.4541,0.0376,0.9624,0.2932,0.0677,0.7062,0.0226
flaviocoscarella,7,1890,14.494,0.7557,0.0,1.0,0.2,0.0,0.0,0.0267
argob,9,3840,4.09,167.0,0.093,0.907,11.8605,5.8372,0.3805,0.1395
andreuscafe,7,4023,5.0843,4.5135,0.0357,0.9643,1.0893,0.4107,0.1816,0.0357
ITurres,5,1567,17.0155,0.6627,0.0137,0.9863,6.9041,0.0548,0.2331,0.0274
EduMMorenolp,3,1199,21.9333,2.9464,0.2639,0.7361,1.1667,0.1389,5.7879,0.2222
Jordan-Iralde,13,721,10.1318,2.619,0.55,0.45,0.85,0.05,5.5725,0.45
jjo,5,6229,5.8051,164.0,0.0909,0.9091,1.6768,0.4444,0.5277,0.0909
DaniLlano,0,2183,2.0078,1.0933,0.0833,0.9167,0.9167,0.3333,0.1673,0.1667
scarmuega,6,5580,1.9637,9.6471,0.0333,0.9667,3.9333,0.4,0.0655,0.0
JavierBalonga,63,2432,5.5568,2.2639,0.027,0.973,2.4054,34.8919,0.1502,0.0
rolivencia,3,3182,3.5584,1.2214,0.2581,0.7419,1.5806,0.1935,0.9183,0.1935
AstroCaro,106,2034,5.028,0.8791,0.0357,0.9643,1.3214,0.25,0.1796,0.0
relopezbriega,214,4845,0.9046,32.0,0.0,1.0,7.5833,16.25,0.0,0.1667
cedavilu-web-academy,172,1369,28.2809,0.186,0.1038,0.8962,0.217,0.0283,2.9348,0.0566
N1CKWEB,23,1721,5.9425,0.6867,0.1429,0.8571,0.4286,0.0,0.8489,0.0714
ramboxapp,69,3231,2.487,159.0,0.0455,0.9545,300.9545,36.7273,0.113,0.1818
RadamantiumX,16,1895,25.4422,0.7067,0.053,0.947,0.2121,0.0152,1.3492,0.053
ugis22,3,4176,0.1749,52.6667,0.5,0.5,0.0,0.0,0.0875,0.0
xaiki,7,6117,11.5839,6.5833,0.0206,0.9794,0.4794,0.268,0.2388,0.0155
lucaszhh,4,1822,9.8229,1.2742,0.0816,0.9184,1.0612,0.1837,0.8019,0.0816
Noobuyer,6,1843,4.5582,0.0893,0.0,1.0,0.3043,0.0,0.0,0.0
caosbinario,831,3159,1.1562,158.0,0.0,1.0,5.5,7.1,0.0,0.1
flaviadanielareisenauer,348,1833,9.9632,1.0064,0.0,1.0,0.2,0.0,0.0,0.12
ferminrp,3,3579,1.939,22.2857,0.2105,0.7895,10.0,0.8947,0.4082,0.2105
lautaroIed,76,445,15.5949,0.6118,0.0526,0.9474,3.0,0.0,0.8208,0.0
FelipeSBarros,2,4452,7.2197,1.3805,0.0795,0.9205,0.6591,0.3523,0.5743,0.0682
ioticos,1398,3162,3.0033,51.6667,0.0,1.0,14.3846,5.7692,0.0,0.0385
Jesusalz,175,1789,5.7166,1.0132,0.0,1.0,1.3929,0.0,0.0,0.0
SpartanJ,6,5582,1.2432,6.12,0.2632,0.7368,199.4211,16.6316,0.3272,0.3158
hbaravalle,200,3463,4.5353,12.5,0.0698,0.9302,0.4186,0.1163,0.3164,0.0465
Nicolopez603,37,1905,8.628,16.6667,0.0222,0.9778,12.6889,2.8889,0.1917,0.0667
kinrokinro,10,4877,13.93,10.0,0.0054,0.9946,0.0753,0.129,0.0749,0.0
AlexielArdilla,22,4149,9.5076,4.2571,0.1204,0.8796,0.8889,0.2407,1.1444,0.0833
abustosp,8,2253,15.0769,1.0347,0.2151,0.7849,0.8925,0.2796,3.2423,0.0968
panicoro,38,2977,2.8219,0.8315,0.0,1.0,0.1304,0.0,0.0,0.0
TuQmano,31,4069,9.2457,0.6266,0.0291,0.9709,0.1942,0.2913,0.2693,0.0291
alejandroautalan,143,4878,0.8985,1.9467,0.3333,0.6667,269.6667,27.3333,0.2995,0.1667
Santiago-j-s,38,4821,5.9095,0.5594,0.0256,0.9744,0.1795,0.0769,0.1515,0.0256
zeo-return-null,3,3337,2.2985,0.4492,0.0952,0.9048,0.2381,0.0,0.2189,0.0
inkel,7,6170,8.4653,3.1522,0.035,0.965,3.1259,0.5944,0.296,0.014
dds-utn,24,4773,7.0402,145.0,0.087,0.913,0.9457,5.7065,0.6122,0.1196
finiteautomata,24,6026,5.0308,1.7901,0.012,0.988,0.747,0.0843,0.0606,0.0
perberos,43,6135,0.893,18.0,0.0667,0.9333,8.8,0.9333,0.0595,0.0667
MosbyLeia,62,2050,3.0289,0.7619,0.0,1.0,0.3529,0.0,0.0,0.1176
fpingham,142,3484,1.9919,6.7619,0.0526,0.9474,11.5263,2.6842,0.1048,0.0526
matiasgimenezagustin,80,1644,20.662,9.4667,0.0,1.0,0.3763,0.0645,0.0,0.0108
stef4no1,556,1850,20.1381,0.8875,0.0,1.0,0.0,0.0,0.0,0.0
DanielRiverol,76,3119,10.071,35.5,0.2093,0.7907,0.186,0.2558,2.1079,0.1163
IgnacioFernandez1311,84,1944,2.4425,1.2261,0.2308,0.7692,0.3077,0.0,0.5637,0.1538
denulemos,26,3172,9.6724,46.6667,0.0119,0.9881,2.8929,0.6667,0.1151,0.0119
mativallej,3,2204,3.3144,0.5185,0.35,0.65,9.95,2.9,1.16,0.35
geikha,19,2446,4.9277,1.0072,0.1818,0.8182,10.2727,0.9091,0.896,0.2121
groldan,14,5959,3.4937,27.8,0.193,0.807,0.5439,0.3684,0.6742,0.0877
nicolasbadano,7,4406,2.0725,69.5,0.04,0.96,9.0,2.64,0.0829,0.08
guidoferreyra,31,5140,1.9186,6.5714,0.037,0.963,2.8889,0.5926,0.0711,0.037
doorgan,43,4570,4.8753,4.5667,0.1639,0.8361,8.4754,0.7541,0.7992,0.0656
ericbarrionuevo,671,2087,23.6266,0.1343,0.0,1.0,0.2296,0.0296,0.0,0.0
armdz,23,5211,2.8738,3.7027,0.0732,0.9268,4.6341,1.0,0.2103,0.1463
jsotuyod,26,5504,0.3318,12.4545,0.2,0.8,0.8,0.6,0.0664,0.2
hugoruscitti,23,6198,10.4896,136.0,0.0112,0.9888,1.2135,0.573,0.1179,0.0169
nicolasjafelle,6,5660,1.2906,4.5,0.0,1.0,75.6,19.1,0.0,0.3
lccarelli,95,3918,7.5511,0.7105,0.0741,0.9259,0.2099,0.0123,0.5593,0.0864
martinribelotta,28,5560,5.2554,3.0,0.125,0.875,8.5375,2.5,0.6569,0.15
jmg,6,5815,4.2084,0.4804,0.1493,0.8507,6.6567,1.7612,0.6281,0.0896
mlomb,11,4607,3.7262,4.3548,0.0638,0.9362,31.2766,3.0213,0.2378,0.2128
devlooped,198,2300,15.8804,135.0,0.73,0.27,92.51,10.83,11.5927,0.6
hvignolo87,5,5962,0.7352,0.3025,0.1667,0.8333,0.5,0.1667,0.1225,0.1667
Martin-Molinero,76,3714,1.3768,26.8,0.1429,0.8571,0.5,0.0,0.1967,0.0714
bkmay1417,289,821,7.563,0.6768,0.0,1.0,0.0588,0.0,0.0,0.0
LucasFernandez11,254,1747,7.3175,4.2903,0.0286,0.9714,0.7714,0.0286,0.2091,0.0286
xplshn,10,1351,30.0094,0.1696,0.2072,0.7928,5.5135,0.2252,6.2182,0.1441
spawnlovrr,135,436,0.8377,1.2667,0.0,1.0,2.0,0.0,0.0,0.0
epidemian,44,5544,3.887,7.8235,0.0,1.0,24.1017,2.0508,0.0,0.0169
hdf1996,21,5357,4.3636,1.4667,0.0,1.0,0.7344,0.0781,0.0,0.0
AugustoL,53,4396,6.2315,4.8889,0.0533,0.9467,1.0133,0.7733,0.3323,0.0267
luzlloveras,14,2221,2.4668,1.913,1.0,0.0,0.1333,0.0,2.4668,0.1333
Lucacux,64,653,10.0681,1.2243,0.2222,0.7778,0.0556,0.0,2.2374,0.1111
patriciomacadden,30,5826,5.8305,1.5663,0.043,0.957,4.4624,0.6344,0.2508,0.0645
tefsantana,13,1877,8.1729,2.3636,0.0952,0.9048,0.381,0.4524,0.7784,0.0476
FIUBA-Posgrado-Inteligencia-Artificial,1596,1596,5.0348,129.0,0.5909,0.4091,14.0909,32.5909,2.9751,0.6818
gerardog,3,4837,2.4919,3.5833,0.1212,0.8788,183.7273,5.303,0.302,0.1818
anthonytrillo,18,2649,3.7228,8.6,0.037,0.963,0.0741,0.1111,0.1379,0.0741
lucasromerodb,42,4677,1.64,1.0672,0.0476,0.9524,44.381,3.4286,0.0781,0.1429
thanksmister,31,6082,1.9818,63.5,0.0,1.0,18.2727,5.2424,0.0,0.1818
hernanwilkinson,98,6317,2.3706,25.4,0.0732,0.9268,4.0732,0.7073,0.1735,0.0732
palamago,17,5323,3.7053,4.3448,0.0185,0.9815,1.2963,0.4815,0.0686,0.0185
mateoiba30,18,1170,6.5558,1.05,0.0952,0.9048,1.1905,0.0,0.6244,0.0476
cosme12,16,4511,1.4574,1.0504,0.0556,0.9444,106.7222,23.5556,0.081,0.1111
ernesto-g,127,4872,3.3736,3.6765,0.1333,0.8667,1.7111,0.3556,0.4498,0.0889
allkern,10,3867,5.006,2.2321,0.0377,0.9623,13.6792,0.6038,0.1889,0.0566
NachoKai,7,2680,9.8127,0.6944,0.0972,0.9028,0.8194,0.2083,0.954,0.0139
cabustillo13,22,2540,12.0791,0.6596,0.131,0.869,1.0595,0.3452,1.5818,0.0119
tinchoz49,69,5495,7.9763,0.7848,0.0417,0.9583,0.8667,0.125,0.3323,0.0
joseescoli,370,1372,1.8635,0.1258,0.0,1.0,0.0,0.1429,0.0,0.0
FAMAF-resources,94,1176,43.4821,123.0,0.2214,0.7786,0.9714,0.1857,9.6282,0.0571
eliooses,3,4711,9.0712,0.1395,0.0,1.0,0.4444,1.4615,0.0,0.0
facundouferer,24,3670,3.2843,20.5,0.3939,0.6061,1.3939,0.697,1.2938,0.2424
gmoral,293,5502,0.4647,15.375,0.0,1.0,267.5714,77.8571,0.0,0.2857
AlejandroDiBattista,36,6638,2.5311,8.2,0.0652,0.9348,1.5652,8.413,0.1651,0.0435
anthonybanion,1,1069,5.1251,0.4786,0.2667,0.7333,0.1333,0.2667,1.3667,0.1333
francohilt,208,2264,1.452,0.8905,0.0,1.0,0.1111,0.2222,0.0,0.0
benjamine,31,5765,8.4264,2.8372,0.0301,0.9699,41.7218,4.3008,0.2534,0.0301
lemonpeu,194,2646,0.138,9.3846,0.0,1.0,0.0,0.0,0.0,0.0
maurobonfietti,26,3471,4.1039,9.3846,0.0769,0.9231,23.359,5.3333,0.3157,0.1282
maxwellnewage,40,5400,2.8408,6.05,0.0,1.0,2.5714,0.5952,0.0,0.0238
lufzle,105,6172,4.3792,3.025,0.027,0.973,20.1622,3.3243,0.1184,0.0946
nicopace,43,5354,13.7122,0.3428,0.0299,0.9701,0.8159,1.3483,0.4093,0.0249
tomicapretto,30,3420,4.5923,1.4815,0.2558,0.7442,4.4884,0.4186,1.1748,0.1628
CODES-UNLU,128,1083,8.0942,119.0,0.2083,0.7917,1.125,0.75,1.6863,0.2083
PyAr,16,4654,3.6886,119.0,0.0851,0.9149,11.3191,9.4468,0.3139,0.1277
honi,22,6109,0.2989,7.375,0.2,0.8,0.2,0.0,0.0598,0.0
tehsis,22,5794,6.9974,3.8065,0.027,0.973,1.0811,0.4595,0.1891,0.009
alejandro-medici,101,5275,31.7819,3.9,0.0283,0.9717,0.0806,0.1002,0.9001,0.0044
santiagotrini,8,4018,14.7264,117.0,0.0432,0.9568,0.4198,1.3395,0.6363,0.0432
franleplant,40,5113,13.0013,4.68,0.022,0.978,2.0385,0.533,0.2857,0.011
fportantier,38,4876,2.3221,117.0,0.0323,0.9677,37.1613,23.3871,0.0749,0.0645
sbehrends,2,5820,3.3889,13.0,0.0,1.0,5.0,0.9444,0.0,0.0
luisinaadp,429,3331,0.5483,58.0,0.0,1.0,0.2,0.0,0.0,0.0
darksylinc,40,4887,4.0359,116.0,0.037,0.963,9.4815,0.8704,0.1495,0.2407
